pinx,sale_id,sale_price,sale_date,use_type,area,lot_sf,wfnt,bldg_grade,tot_sf,beds,baths,age,eff_age,longitude,latitude
..0567000700,2015..33075,599950,2015-09-21,townhouse,15,1299,0,9,1560,3,2.0,0,0,-122.29567004546,47.5938604381505
..0567000701,2015..32493,602836,2015-09-17,townhouse,15,1584,0,9,1760,4,2.5,0,0,-122.295674331969,47.5937822973218
..0567000702,2015..33777,649950,2015-09-28,townhouse,15,1541,0,9,1780,4,2.5,0,0,-122.29587751729,47.5937846453438
..0567000703,2015..34297,619950,2015-09-30,townhouse,15,1517,0,9,1580,2,2.5,0,0,-122.29587369952,47.593868547428
..0567000704,2015..38146,629950,2015-11-04,townhouse,15,1492,0,9,1780,3,2.5,0,0,-122.295872041448,47.5939499758691
..0567000710,2011..9350,319950,2011-06-01,sfr,15,3090,0,7,1390,3,1.0,105,0,-122.295776096463,47.5936995809287
..0567000731,2013..27926,275000,2013-08-28,townhouse,15,1402,0,7,720,2,1.75,10,10,-122.29585732593,47.5931620057449
..0567000732,2013..29408,280900,2013-09-11,townhouse,15,1230,0,7,720,2,1.75,10,10,-122.295946549608,47.5931674084245
..0567000733,2013..25997,390000,2013-08-05,sfr,15,1493,0,8,1240,3,2.25,4,4,-122.295684414309,47.5931231709726
..0567000755,2014..37911,450000,2014-12-05,townhouse,15,1709,0,7,1790,2,3.0,13,13,-122.295699375589,47.5926396232283
..0567000775,2014..28209,449000,2014-09-12,townhouse,15,1296,0,8,1460,2,2.5,6,6,-122.295901288063,47.5922965690496
..0635000003,2016..2401,1395000,2016-02-04,townhouse,14,1756,0,10,3020,2,2.5,9,9,-122.286266358271,47.600091684715
..0635000007,2015..15455,1200000,2015-05-21,townhouse,14,1415,0,10,2660,4,3.25,8,8,-122.28629660575,47.6000228971488
..0635000009,2014..35767,1050000,2014-11-12,townhouse,14,2390,0,10,2350,2,2.5,7,7,-122.286435397931,47.5999525765778
..0635000145,2014..30964,565000,2014-10-07,sfr,14,4736,0,7,1740,2,1.75,107,107,-122.287433008267,47.5994894953953
..0635000160,2012..11096,907000,2012-05-13,sfr,14,3032,0,10,3420,4,4.0,24,24,-122.287325665595,47.5996556791414
..0669000160,2013..21018,950000,2013-07-09,sfr,14,4950,0,8,3970,7,5.0,62,4,-122.292650338255,47.5857752095436
..0669000180,2013..270,845000,2013-01-08,sfr,14,5000,0,9,2540,3,2.25,23,23,-122.292248094252,47.5859057840096
..0669000210,2014..21481,1165000,2014-07-16,sfr,14,5000,0,9,2670,3,2.5,72,19,-122.292248066417,47.585496389498
..0669000350,2014..30217,1245000,2014-09-26,sfr,14,8400,0,8,4610,3,3.0,67,15,-122.291632952289,47.585351719715
..0676000120,2013..31670,600000,2013-09-25,sfr,15,4156,0,7,1530,3,1.75,104,104,-122.326841366242,47.6276225333597
..0688000016,2014..18980,573000,2014-06-27,townhouse,15,961,0,9,1110,2,1.5,0,0,-122.307141756603,47.6227979125747
..0688000017,2014..20784,516500,2014-06-27,townhouse,15,638,0,9,1100,1,1.25,0,0,-122.307060430081,47.6227977456004
..0688000019,2014..20131,595000,2014-06-27,townhouse,15,877,0,9,1100,1,1.25,0,0,-122.306918465387,47.6227972962853
..0730000020,2013..9613,409000,2013-04-15,townhouse,15,1636,0,8,1490,3,3.0,0,0,-122.298262921603,47.591753102205
..0730000020,2015..34785,560000,2015-10-07,townhouse,15,1636,0,8,1490,3,3.0,2,2,-122.298262921603,47.591753102205
..0730000021,2013..2661,469000,2013-02-07,townhouse,15,1623,0,8,1780,3,3.25,0,0,-122.29806032399,47.5917502446835
..0730000085,2014..23131,285000,2014-08-01,sfr,15,2446,0,7,990,2,1.0,16,16,-122.297303258264,47.5919165276392
..0730000095,2016..3674,410000,2016-02-09,sfr,15,2031,0,7,990,2,1.0,18,18,-122.297063099286,47.5914502942952
..0730000138,2012..27132,225000,2012-10-12,townhouse,15,2142,0,7,800,2,1.5,6,6,-122.296565395982,47.5916636455129
..0730000139,2014..32805,305000,2014-10-16,townhouse,15,2142,0,7,800,2,1.5,8,8,-122.296565570307,47.5917564237567
..0730000190,2010..9463,357500,2010-05-03,sfr,15,2742,0,7,1437,4,2.25,12,12,-122.296793585035,47.5914586697245
..0730000190,2013..12812,340000,2013-05-13,sfr,15,2742,0,7,1437,4,2.25,15,15,-122.296793585035,47.5914586697245
..0730000190,2016..17157,550000,2016-06-02,sfr,15,2742,0,7,1437,4,2.25,18,18,-122.296793585035,47.5914586697245
..0823000060,2015..14686,1541000,2015-05-20,sfr,14,4224,0,11,2960,4,3.5,0,0,-122.29206088642,47.5955390449786
..0823000065,2010..3686,1350000,2010-03-10,sfr,14,3770,0,11,3550,4,3.25,5,5,-122.291798796428,47.5954505717592
..0823000070,2015..36491,1299999,2015-10-15,sfr,14,5016,0,10,3000,4,2.75,91,0,-122.291789564317,47.5955874571057
..0823000090,2016..1446,585000,2016-01-14,sfr,14,4120,0,7,1370,3,1.0,105,105,-122.291837640764,47.595007971394
..0823000100,2012..34493,765000,2012-12-18,sfr,14,8034,0,8,3310,3,2.25,35,35,-122.292313009666,47.5949599562231
..0823000115,2011..12456,790000,2011-07-07,sfr,14,4120,0,9,1840,2,2.25,23,23,-122.2923089384,47.5951225873788
..0823000140,2015..17939,759900,2015-05-27,sfr,14,4000,0,8,2520,4,3.5,90,90,-122.291130401818,47.5955207553206
..0823000160,2011..9331,640000,2011-05-27,sfr,14,5680,0,7,1600,3,2.0,41,41,-122.291095850708,47.5952184896764
..0823000174,2014..22484,920000,2014-07-28,sfr,14,5353,0,7,3650,3,2.25,67,67,-122.291105693188,47.5948705875549
..0955000060,2015..44063,838000,2015-12-29,townhouse,15,1894,0,9,1970,3,2.25,0,0,-122.302716859391,47.6210117934109
..0955000061,2015..41865,650000,2015-12-08,townhouse,15,1151,0,9,1400,3,1.75,0,0,-122.302929356167,47.621040317029
..0955000062,2015..41415,659950,2015-12-08,townhouse,15,1151,0,8,1400,3,1.75,0,0,-122.302930028726,47.6209854805365
..0955000074,2016..24073,690000,2016-07-20,townhouse,15,1198,0,9,1570,2,2.5,0,0,-122.302684992622,47.6207923049266
..0955000075,2016..26784,699000,2016-08-05,townhouse,15,1216,0,9,1510,2,2.25,1,1,-122.302807452349,47.6207928975082
..0955000076,2016..23250,990000,2016-07-12,townhouse,15,1783,0,9,1880,3,2.5,1,1,-122.302959592902,47.6207936717248
..0955000180,2010..20804,569000,2010-11-02,sfr,15,4200,0,8,1770,4,2.5,21,21,-122.303950872898,47.6211282695415
..0955000185,2012..23122,513475,2012-09-05,sfr,15,4200,0,7,1400,2,1.75,102,102,-122.303952747466,47.6210185387213
..0955000185,2014..13324,607000,2014-05-13,sfr,15,4200,0,7,1400,2,1.75,104,104,-122.303952747466,47.6210185387213
..0955000195,2016..23624,1150000,2016-07-18,sfr,15,4200,0,8,1880,5,1.0,109,109,-122.303956500132,47.6207990797531
..0955000374,2010..7938,420000,2010-04-27,townhouse,15,1345,0,8,1310,3,2.25,5,5,-122.305008207322,47.6193303404847
..0955000374,2016..7255,650000,2016-03-23,townhouse,15,1345,0,8,1310,3,2.25,11,11,-122.305008207322,47.6193303404847
..0955000375,2012..3812,387000,2012-02-28,townhouse,15,1033,0,8,1290,3,2.25,7,7,-122.305009155012,47.6192751703473
..0955000376,2015..22889,632000,2015-07-09,townhouse,15,1325,0,8,1290,3,2.25,10,10,-122.305010090413,47.6192203114129
..0955000405,2015..36818,800000,2015-10-15,sfr,15,1200,0,8,2430,4,2.5,109,109,-122.303919274895,47.619630700353
..0955000430,2014..26963,540000,2014-09-03,townhouse,15,1569,0,9,1230,2,1.25,5,5,-122.30451011843,47.6193201533652
..0955000431,2010..4261,485000,2010-03-16,townhouse,15,1444,0,9,1965,3,2.25,1,1,-122.304297018871,47.6193191438168
..0955000445,2013..27141,400000,2013-08-22,townhouse,15,1044,0,8,1150,2,1.5,7,7,-122.304510410136,47.6196062370565
..0955000445,2015..18530,528000,2015-06-15,townhouse,15,1044,0,8,1150,2,1.5,9,9,-122.304510410136,47.6196062370565
..0955000446,2016..21441,575000,2016-06-21,townhouse,15,1044,0,8,1145,2,1.5,10,10,-122.304509711438,47.6196610641763
..0955000453,2010..8934,369999,2010-05-12,townhouse,15,1114,0,8,1100,2,2.25,1,1,-122.304485754837,47.6198820622297
..0955000453,2015..9732,574000,2015-04-13,townhouse,15,1114,0,8,1100,2,2.25,6,6,-122.304485754837,47.6198820622297
..0955000454,2010..4326,379950,2010-03-21,townhouse,15,1287,0,8,1550,2,2.25,1,1,-122.30449401752,47.6198276218083
..0955000454,2016..19426,659000,2016-06-16,townhouse,15,1287,0,8,1550,2,2.25,7,7,-122.30449401752,47.6198276218083
..0955000455,2010..7732,422000,2010-04-28,townhouse,15,1800,0,8,1300,2,2.25,1,1,-122.304277104511,47.6198518016818
..0958000030,2013..29344,437000,2013-09-07,sfr,13,4200,0,7,1000,2,1.0,109,109,-122.302128572324,47.6218481799102
..0958000050,2012..15693,440000,2012-06-28,sfr,15,3752,0,8,1850,2,2.5,108,14,-122.302815395829,47.6221636459724
..0958000100,2015..18597,585000,2015-06-10,sfr,15,2920,0,8,2050,3,1.5,104,104,-122.302760551927,47.6215219625711
..0958000165,2016..22638,790000,2016-07-01,sfr,15,6300,0,8,2380,3,2.25,115,115,-122.303937108025,47.6219378488466
..0958000235,2016..32634,510000,2016-09-08,sfr,15,5145,0,6,980,2,1.0,110,110,-122.304360430666,47.6220848730858
..0958000245,2010..3413,405000,2010-03-09,sfr,15,5576,0,7,910,2,1.0,98,98,-122.304359645924,47.6222246598963
..1024049001,2014..3094,2378000,2014-02-18,sfr,14,46609,0,12,9500,7,7.5,77,77,-122.289519526219,47.5855219296606
..1024049003,2013..15015,660000,2013-05-24,sfr,14,6200,0,9,1610,2,2.0,33,33,-122.289490327312,47.5843394793632
..1024049013,2015..32643,1665000,2015-09-23,sfr,14,3570,0,11,3120,4,4.5,92,6,-122.290084788892,47.5840259302108
..1024049014,2012..21520,887000,2012-08-14,sfr,14,6800,0,8,2380,3,2.25,88,88,-122.289491660634,47.5850358562749
..1024049019,2015..34678,1795000,2015-10-06,sfr,14,10352,0,10,4680,4,3.0,88,88,-122.289338926734,47.5826784358588
..1024049024,2014..37140,1735000,2014-12-03,sfr,14,7700,0,10,4870,5,3.5,85,85,-122.28949302744,47.5831889785332
..1024049027,2013..28655,1175000,2013-09-03,sfr,14,8762,0,9,3220,4,2.5,65,65,-122.289495277266,47.5839480459934
..1028000035,2015..21835,906000,2015-07-06,sfr,13,4800,0,9,2260,3,1.75,90,90,-122.308453513195,47.638149813593
..1029000035,2012..14998,767500,2012-06-11,sfr,13,10888,0,8,2440,4,2.0,64,64,-122.31001825773,47.6385446982108
..1032000077,2013..1514,340000,2013-01-22,sfr,15,3002,0,7,1437,4,2.25,15,15,-122.296850205333,47.5910862038343
..1032000079,2015..11015,402000,2015-04-22,sfr,15,3145,0,7,1320,3,1.5,17,17,-122.297005507481,47.590859207703
..1032000089,2013..24126,323000,2013-07-30,sfr,15,3002,0,7,1320,3,1.5,15,15,-122.296387231639,47.5910840061743
..1032000091,2013..14106,322700,2013-05-17,sfr,15,3390,0,7,1437,4,2.5,15,15,-122.296222932818,47.5910832992558
..1032000093,2016..36469,550000,2016-10-17,sfr,15,3143,0,7,1320,3,1.5,18,18,-122.296697420682,47.5908583646035
..1084000006,2012..11843,879000,2012-05-11,sfr,14,5500,0,8,2280,3,1.75,61,61,-122.282332898348,47.6366382549037
..1084000007,2013..3650,1075000,2013-02-22,sfr,14,6600,0,8,2960,4,2.5,62,62,-122.28233449262,47.6364874409171
..1084000008,2014..6384,1085000,2014-03-24,sfr,14,6600,0,8,3320,3,2.75,64,64,-122.282336229162,47.6363229017098
..1084000026,2013..14894,1730000,2013-05-29,sfr,14,6600,0,9,3790,5,3.5,6,6,-122.282339850629,47.6359801330151
..1084000064,2012..18214,1067000,2012-07-26,sfr,14,8800,0,9,3940,4,3.5,61,61,-122.282348824863,47.6351300559969
..1084000086,2013..22910,1400000,2013-07-19,sfr,14,5000,0,9,4490,4,1.5,61,11,-122.281662057906,47.6368126821397
..1084000107,2012..1245,950000,2012-01-19,sfr,14,6000,0,8,2870,4,2.25,61,61,-122.281668248346,47.6362093274103
..1084000107,2014..37147,1265000,2014-12-02,sfr,14,6000,0,8,2870,4,2.25,63,63,-122.281668248346,47.6362093274103
..1084000109,2013..23820,700000,2013-07-25,sfr,14,5500,0,8,1590,2,1.75,62,62,-122.281669869401,47.6360516159328
..1084000127,2012..16959,780000,2012-07-16,sfr,14,6000,0,8,2980,4,2.0,61,61,-122.281678246898,47.6352357228753
..1084000139,2016..31713,1050000,2016-09-09,sfr,14,5700,0,8,1980,4,1.75,67,67,-122.281681559363,47.6349134977126
..1118000030,2013..24779,1390000,2013-08-07,sfr,14,7200,0,9,3440,4,3.0,61,61,-122.288318137445,47.6292943162942
..1118000030,2015..26580,1775000,2015-08-05,sfr,14,7200,0,9,3440,4,3.0,63,63,-122.288318137445,47.6292943162942
..1118000035,2011..529,840000,2011-01-07,sfr,14,7200,0,9,1800,3,1.75,72,72,-122.288146101802,47.6294109517508
..1118000080,2015..8249,1925000,2015-03-31,sfr,14,16101,0,9,3600,4,3.75,64,64,-122.286724333342,47.6308709120316
..1118000090,2016..29724,3250000,2016-08-22,sfr,14,7597,0,10,5270,5,3.25,87,87,-122.2868928852,47.6311879931413
..1118000110,2014..14272,2453500,2014-05-29,sfr,14,13586,0,10,4730,4,3.5,79,79,-122.287748716116,47.6318441307569
..1118000135,2016..12310,2637000,2016-05-05,sfr,14,7370,0,10,3880,4,3.5,81,15,-122.287978164438,47.6326371975969
..1118000165,2010..12342,2675000,2010-06-15,sfr,14,13821,0,10,5200,4,3.25,71,71,-122.287932316346,47.6336507989061
..1118000165,2016..4830,3500777,2016-03-02,sfr,14,13821,0,10,5200,4,3.25,77,77,-122.287932316346,47.6336507989061
..1118000246,2011..24729,2070000,2011-12-12,sfr,14,10760,0,11,5460,5,3.5,82,82,-122.287881133858,47.6357098058778
..1118000246,2016..34548,3475000,2016-09-28,sfr,14,10760,0,11,5460,5,3.5,87,87,-122.287881133858,47.6357098058778
..1118000263,2011..7360,3367500,2011-04-28,sfr,14,7048,0,12,5780,3,2.75,13,13,-122.287880874613,47.6363206874086
..1118000290,2012..1900,1650000,2012-02-03,sfr,14,7173,0,9,3190,3,2.5,60,60,-122.287880121718,47.6370609345053
..1118000295,2012..28453,1780000,2012-10-26,sfr,14,7173,0,10,4880,4,4.25,84,84,-122.287879963134,47.6372529698012
..1118000295,2012..28456,1780000,2012-10-26,sfr,14,7173,0,10,4880,4,4.25,84,84,-122.287879963134,47.6372529698012
..1118000301,2014..39292,2890000,2014-12-19,sfr,14,7173,0,11,5780,4,4.0,6,6,-122.287879827414,47.6374175713514
..1118000320,2015..12984,3400000,2015-05-08,sfr,14,11765,0,11,4260,4,4.0,76,5,-122.287724186455,47.6379956662561
..1118000325,2015..41606,3575000,2015-12-02,sfr,14,19628,0,11,5470,5,5.0,85,85,-122.287487574423,47.638284831744
..1118000340,2015..9028,3000000,2015-04-08,sfr,14,11265,0,11,4590,5,3.75,88,88,-122.287563004509,47.6389010167653
..1118000340,2016..38172,3695000,2016-10-11,sfr,14,11265,0,11,4590,5,3.75,89,89,-122.287563004509,47.6389010167653
..1118000390,2014..8761,1950000,2014-04-09,sfr,14,8546,0,11,2910,3,2.5,63,17,-122.287472627733,47.6400279757483
..1118000395,2016..10134,2550000,2016-04-10,sfr,14,8670,0,10,4510,4,3.25,78,78,-122.28721139412,47.6403208272992
..1118000400,2016..15901,5150000,2016-05-17,sfr,14,18215,0,13,9180,6,5.5,90,14,-122.287525840898,47.6404616120848
..1118000420,2013..37123,2000000,2013-11-13,sfr,14,7268,0,10,3610,2,3.0,84,9,-122.28825170375,47.6401812557994
..1118000425,2015..28920,1575000,2015-08-12,sfr,14,7310,0,9,2730,3,2.25,89,89,-122.288465471526,47.6401023064325
..1118000465,2015..5742,1810000,2015-03-12,sfr,14,8295,0,9,3780,3,3.5,64,64,-122.290062946103,47.6393496197993
..1118000525,2016..22974,2558000,2016-07-04,sfr,14,9390,0,9,3570,4,3.5,75,75,-122.288467785723,47.6393293632323
..1118000530,2015..17243,1475000,2015-06-05,sfr,14,7208,0,9,3270,3,3.25,79,79,-122.288410932203,47.6391856619688
..1118000531,2013..34007,2250000,2013-10-10,sfr,14,7209,0,11,3800,5,3.5,0,0,-122.288356761964,47.6390240615884
..1118000540,2016..3593,1820000,2016-02-22,sfr,14,11742,0,9,2280,3,2.5,65,65,-122.288156023296,47.6388023377332
..1118000556,2016..24301,2277500,2016-07-13,sfr,14,12729,0,10,3530,2,3.25,56,10,-122.288147981502,47.6383354443138
..1118000580,2010..12858,1185000,2010-06-21,sfr,14,8587,0,9,3250,3,1.75,56,56,-122.288861430444,47.6389361592834
..1118000620,2012..5834,1100000,2012-03-29,sfr,14,8888,0,9,3490,4,4.0,63,63,-122.289188656441,47.6385077889278
..1118000646,2012..29301,1925000,2012-11-02,sfr,14,15361,0,10,2960,5,3.0,85,85,-122.28853478293,47.6377069967308
..1118000685,2011..11703,1400000,2011-06-24,sfr,14,7500,0,9,3580,3,3.0,65,65,-122.288539986602,47.6366319336876
..1118000705,2011..4518,1650000,2011-03-23,sfr,14,8935,0,10,5320,4,4.5,5,5,-122.28839821003,47.6356522355899
..1118000720,2014..1200,3700000,2014-01-22,sfr,14,21425,0,13,9530,6,6.75,83,9,-122.289028106532,47.6359778697881
..1118000740,2015..41480,2000000,2015-12-09,sfr,14,7547,0,10,3590,5,3.0,76,76,-122.289051552478,47.6364660213155
..1118000745,2011..1299,1965000,2011-01-28,sfr,14,7547,0,10,2980,4,1.75,70,8,-122.289050989603,47.6366309566955
..1118000790,2013..16310,1850000,2013-05-28,sfr,14,10886,0,10,4160,5,4.0,85,85,-122.289521292872,47.6382012380999
..1118000870,2011..1891,2840000,2011-02-15,sfr,14,8667,0,11,5160,4,4.75,76,3,-122.290083821944,47.6364487058004
..1118000920,2016..30770,3600000,2016-09-01,sfr,14,16028,0,10,4860,5,4.75,75,75,-122.290385167867,47.6375823201913
..1118000935,2010..17962,1500000,2010-09-20,sfr,14,6513,0,9,2920,4,2.25,73,73,-122.290179766667,47.6379964811531
..1118000935,2014..21408,1738000,2014-07-05,sfr,14,6513,0,9,2920,4,2.25,77,77,-122.290179766667,47.6379964811531
..1118000935,2016..24770,2100000,2016-07-20,sfr,14,6513,0,9,2920,4,2.25,79,79,-122.290179766667,47.6379964811531
..1118000950,2013..6796,1925000,2013-03-26,sfr,14,8273,0,11,5140,4,3.75,84,84,-122.290625968744,47.6384196075293
..1118000955,2013..9259,2430000,2013-04-08,sfr,14,7437,0,11,4650,5,3.25,85,85,-122.290670339522,47.638247932599
..1118000990,2013..13633,3250000,2013-05-14,sfr,14,19287,0,10,5250,4,3.75,72,72,-122.291301493154,47.6372136271065
..1118001110,2011..14338,1533153,2011-07-25,sfr,14,9516,0,10,3840,3,3.5,70,70,-122.290537232553,47.6362611530412
..1118001125,2012..11020,2100000,2012-05-18,sfr,14,18052,0,11,3930,4,3.75,81,81,-122.290333369533,47.6355625894885
..1118001150,2016..22571,6150000,2016-07-04,sfr,14,19667,0,11,5900,4,3.25,89,8,-122.290252895985,47.6349151785829
..1118001156,2011..14018,1790000,2011-07-29,sfr,14,11404,0,10,3190,5,3.5,83,83,-122.290083057805,47.6346287386512
..1118001175,2010..4202,987500,2010-03-17,sfr,14,8234,0,9,2490,3,2.75,60,60,-122.289574804631,47.6339247184363
..1118001180,2010..4968,1245000,2010-03-11,sfr,14,7053,0,10,3130,4,3.75,80,80,-122.289471591957,47.6341775914942
..1118001195,2010..19932,1640000,2010-10-15,sfr,14,7807,0,10,3940,4,3.75,82,82,-122.28957830527,47.6346961150769
..1118001201,2015..1482,2300000,2015-01-30,sfr,14,8402,0,10,3370,4,2.5,53,53,-122.289620748427,47.6348584583885
..1118001215,2015..1976,2250000,2015-02-04,sfr,14,8700,0,9,3420,3,2.5,64,64,-122.289674008528,47.6351855050272
..1118001295,2014..38012,2200000,2014-12-03,sfr,14,11098,0,10,3540,4,3.0,74,74,-122.288486183394,47.6339890705971
..1118001350,2016..13997,2265000,2016-05-12,sfr,14,7080,0,10,3010,3,2.25,59,11,-122.288597633834,47.6326827757446
..1118001360,2015..3393,1475000,2015-02-18,sfr,14,7080,0,9,3910,3,2.75,66,66,-122.288575292156,47.6323534598436
..1118001370,2015..4,1568000,2015-01-02,sfr,14,8828,0,9,2340,3,2.75,61,61,-122.288534009489,47.6320033090398
..1118001390,2013..6008,1386000,2013-03-08,sfr,14,11990,0,10,3410,3,3.25,63,63,-122.288238052063,47.6315546748989
..1118001408,2014..37243,2544750,2014-11-24,sfr,14,13431,0,10,5410,5,4.75,73,73,-122.287905824286,47.630707911758
..1118001431,2013..24444,1225000,2013-07-31,sfr,14,11596,0,9,2510,2,2.5,54,54,-122.287442666954,47.6305485522336
..1118001480,2011..21675,2045000,2011-11-11,sfr,14,9964,0,10,3950,5,2.75,82,82,-122.288993536962,47.6319022158668
..1118001485,2012..25932,1800000,2012-10-06,sfr,14,9762,0,9,3800,3,3.0,55,55,-122.289027240859,47.6321376504116
..1118001500,2013..26417,1175000,2013-08-22,sfr,14,10193,0,9,3480,4,3.25,43,43,-122.289046493708,47.632380974944
..1118001555,2013..19256,1695000,2013-06-25,sfr,14,6881,0,10,2960,4,2.5,85,85,-122.288957555238,47.6340345715465
..1118001560,2010..10512,1675000,2010-05-11,sfr,14,6833,0,10,4460,4,3.0,55,3,-122.288909986335,47.6341997945807
..1118001560,2014..21859,1910000,2014-07-10,sfr,14,6833,0,10,4460,4,3.0,59,7,-122.288909986335,47.6341997945807
..1118001565,2011..9269,1100000,2011-05-22,sfr,14,7210,0,9,4440,4,3.25,76,76,-122.288876964491,47.6343649241615
..1118001570,2016..13083,1750000,2016-05-09,sfr,14,8002,0,9,2930,3,2.75,76,76,-122.288858016188,47.6345298331039
..1118001575,2013..12862,2870000,2013-05-08,sfr,14,14116,0,11,5600,6,4.25,86,86,-122.288870914417,47.6347477751815
..1118001585,2011..12660,1435000,2011-07-05,sfr,14,11293,0,10,2860,4,3.25,80,80,-122.288904699047,47.6349944678346
..1118001595,2013..23841,1350000,2013-07-30,sfr,14,6479,0,9,3070,4,2.5,87,87,-122.2907322781,47.6346628215168
..1118001600,2011..14317,2300000,2011-08-05,sfr,14,8617,0,11,4050,5,4.25,84,84,-122.290706093973,47.6344764824276
..1118001615,2013..14649,4300000,2013-05-23,sfr,14,15715,0,12,6830,6,5.0,86,86,-122.290395541605,47.6340753404378
..1118001625,2010..1819,1283000,2010-02-09,sfr,14,8400,0,10,3180,4,2.5,82,82,-122.290108557519,47.6337309087449
..1118001625,2016..37762,2025000,2016-10-28,sfr,14,8400,0,10,3180,4,2.5,88,88,-122.290108557519,47.6337309087449
..1118001631,2015..298,1225000,2015-01-12,sfr,14,7700,0,9,2980,3,2.25,51,51,-122.289992808086,47.6335938364732
..1118001635,2012..25051,1450000,2012-09-21,sfr,14,7695,0,9,3940,3,2.5,80,80,-122.289882655064,47.6334626612142
..1118001645,2015..1834,1400000,2015-01-30,sfr,14,6073,0,9,3020,3,3.25,61,61,-122.289753582096,47.6331897268904
..1118001675,2013..35111,1400000,2013-10-21,sfr,14,7200,0,10,3670,4,2.5,84,84,-122.289666789778,47.6322160951891
..1118001685,2013..9345,1120000,2013-04-15,sfr,14,7318,0,9,2810,4,3.25,74,74,-122.289634151784,47.6318677572531
..1118001690,2016..856,1980000,2016-01-20,sfr,14,10667,0,10,4730,5,3.25,90,90,-122.289635860818,47.6316753454502
